State,District,Level,Name,TRU,No_HH_Head,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,,,
21,379,DISTRICT,Kendrapara ,Total,1777,9484,4748,4736,1624,802,822,4904,2790,2114,4580,1958,2622,3513,2304,1209,2006,1638,368,352,315,37,871,694,177,31,23,8,752,606,146,1507,666,841,175,82,93,1049,453,596,48,22,26,235,109,126,1166,549,617,128,78,50,818,358,460,37,19,18,183,94,89,341,117,224,47,4,43,231,95,136,11,3,8,52,15,37,5971,2444,3527,,,,,
21,379,DISTRICT,Kendrapara ,Rural,1642,8862,4424,4438,1536,755,781,4627,2628,1999,4235,1796,2439,3218,2111,1107,1806,1485,321,350,313,37,809,648,161,24,17,7,623,507,116,1412,626,786,175,82,93,1000,431,569,34,17,17,203,96,107,1096,514,582,128,78,50,785,339,446,30,16,14,153,81,72,316,112,204,47,4,43,215,92,123,4,1,3,50,15,35,5644,2313,3331,,,,,
21,379,DISTRICT,Kendrapara ,Urban,135,622,324,298,88,47,41,277,162,115,345,162,183,295,193,102,200,153,47,2,2,0,62,46,16,7,6,1,129,99,30,95,40,55,0,0,0,49,22,27,14,5,9,32,13,19,70,35,35,0,0,0,33,19,14,7,3,4,30,13,17,25,5,20,0,0,0,16,3,13,7,2,5,2,0,2,327,131,196,,,,,
21,380,DISTRICT,Jagatsinghapur ,Total,1701,7862,4226,3636,1318,709,609,4355,2675,1680,3507,1551,1956,3027,2033,994,2105,1578,527,79,60,19,511,340,171,31,26,5,1484,1152,332,922,455,467,23,14,9,535,243,292,11,5,6,353,193,160,819,397,422,21,12,9,508,231,277,10,5,5,280,149,131,103,58,45,2,2,0,27,12,15,1,0,1,73,44,29,4835,2193,2642,,,,,
21,380,DISTRICT,Jagatsinghapur ,Rural,887,4524,2449,2075,827,455,372,2404,1500,904,2120,949,1171,1783,1121,662,1011,743,268,69,58,11,481,325,156,18,15,3,443,345,98,772,378,394,19,13,6,522,237,285,10,4,6,221,124,97,702,335,367,17,11,6,495,225,270,9,4,5,181,95,86,70,43,27,2,2,0,27,12,15,1,0,1,40,29,11,2741,1328,1413,,,,,
21,380,DISTRICT,Jagatsinghapur ,Urban,814,3338,1777,1561,491,254,237,1951,1175,776,1387,602,785,1244,912,332,1094,835,259,10,2,8,30,15,15,13,11,2,1041,807,234,150,77,73,4,1,3,13,6,7,1,1,0,132,69,63,117,62,55,4,1,3,13,6,7,1,1,0,99,54,45,33,15,18,0,0,0,0,0,0,0,0,0,33,15,18,2094,865,1229,,,,,
21,381,DISTRICT,Cuttack,Total,20528,93745,47437,46308,14719,7583,7136,45776,27446,18330,47969,19991,27978,40913,26009,14904,25331,18825,6506,2249,2102,147,11552,8505,3047,528,370,158,11002,7848,3154,15582,7184,8398,477,224,253,10061,4407,5654,565,169,396,4479,2384,2095,11955,5471,6484,401,200,201,7801,3402,4399,432,114,318,3321,1755,1566,3627,1713,1914,76,24,52,2260,1005,1255,133,55,78,1158,629,529,52832,21428,31404,,,,,
21,381,DISTRICT,Cuttack,Rural,17885,81658,41229,40429,13113,6759,6354,38362,23242,15120,43296,17987,25309,36246,22739,13507,21660,16111,5549,2217,2078,139,11253,8326,2927,425,290,135,7765,5417,2348,14586,6628,7958,457,212,245,9850,4282,5568,505,137,368,3774,1997,1777,11037,4962,6075,381,188,193,7606,3284,4322,377,84,293,2673,1406,1267,3549,1666,1883,76,24,52,2244,998,1246,128,53,75,1101,591,510,45412,18490,26922,,,,,
21,381,DISTRICT,Cuttack,Urban,2643,12087,6208,5879,1606,824,782,7414,4204,3210,4673,2004,2669,4667,3270,1397,3671,2714,957,32,24,8,299,179,120,103,80,23,3237,2431,806,996,556,440,20,12,8,211,125,86,60,32,28,705,387,318,918,509,409,20,12,8,195,118,77,55,30,25,648,349,299,78,47,31,0,0,0,16,7,9,5,2,3,57,38,19,7420,2938,4482,,,,,
21,382,DISTRICT,Jajapur  ,Total,30727,151432,76048,75384,27671,14070,13601,58910,36988,21922,92522,39060,53462,52988,37086,15902,32609,26842,5767,6400,5860,540,11627,9137,2490,905,778,127,13677,11067,2610,20379,10244,10135,1568,857,711,13050,5981,7069,644,355,289,5117,3051,2066,16932,8656,8276,1337,742,595,10959,5155,5804,504,283,221,4132,2476,1656,3447,1588,1859,231,115,116,2091,826,1265,140,72,68,985,575,410,98444,38962,59482,,,,,
21,382,DISTRICT,Jajapur  ,Rural,28194,139209,69976,69233,25379,12903,12476,53372,33713,19659,85837,36263,49574,48888,34119,14769,29489,24429,5060,6243,5708,535,11081,8739,2342,741,637,104,11424,9345,2079,19399,9690,9709,1544,835,709,12699,5828,6871,523,295,228,4633,2732,1901,16174,8186,7988,1315,722,593,10740,5031,5709,399,234,165,3720,2199,1521,3225,1504,1721,229,113,116,1959,797,1162,124,61,63,913,533,380,90321,35857,54464,,,,,
21,382,DISTRICT,Jajapur  ,Urban,2533,12223,6072,6151,2292,1167,1125,5538,3275,2263,6685,2797,3888,4100,2967,1133,3120,2413,707,157,152,5,546,398,148,164,141,23,2253,1722,531,980,554,426,24,22,2,351,153,198,121,60,61,484,319,165,758,470,288,22,20,2,219,124,95,105,49,56,412,277,135,222,84,138,2,2,0,132,29,103,16,11,5,72,42,30,8123,3105,5018,,,,,
21,383,DISTRICT,Dhenkanal,Total,35681,162056,80878,81178,25345,12778,12567,82560,48230,34330,79496,32648,46848,73787,45555,28232,35523,28027,7496,6507,6042,465,15761,11405,4356,540,366,174,12715,10214,2501,38264,17528,20736,1351,888,463,28370,12236,16134,1261,372,889,7282,4032,3250,30725,14780,15945,1182,785,397,23802,10705,13097,884,324,560,4857,2966,1891,7539,2748,4791,169,103,66,4568,1531,3037,377,48,329,2425,1066,1359,88269,35323,52946,,,,,
21,383,DISTRICT,Dhenkanal,Rural,34528,156671,78204,78467,24604,12411,12193,79564,46553,33011,77107,31651,45456,71788,44208,27580,34266,27036,7230,6466,6002,464,15577,11281,4296,522,349,173,11701,9404,2297,37522,17172,20350,1345,886,459,28212,12171,16041,1105,330,775,6860,3785,3075,30126,14477,15649,1177,783,394,23692,10653,13039,734,283,451,4523,2758,1765,7396,2695,4701,168,103,65,4520,1518,3002,371,47,324,2337,1027,1310,84883,33996,50887,,,,,
21,383,DISTRICT,Dhenkanal,Urban,1153,5385,2674,2711,741,367,374,2996,1677,1319,2389,997,1392,1999,1347,652,1257,991,266,41,40,1,184,124,60,18,17,1,1014,810,204,742,356,386,6,2,4,158,65,93,156,42,114,422,247,175,599,303,296,5,2,3,110,52,58,150,41,109,334,208,126,143,53,90,1,0,1,48,13,35,6,1,5,88,39,49,3386,1327,2059,,,,,
21,384,DISTRICT,Anugul  ,Total,39568,179603,89980,89623,28717,14601,14116,93342,54687,38655,86261,35293,50968,84217,49018,35199,40785,29266,11519,7644,6315,1329,15136,10079,5057,2110,1182,928,15895,11690,4205,43432,19752,23680,3134,1893,1241,27716,11724,15992,2590,761,1829,9992,5374,4618,34040,15798,18242,2624,1595,1029,22176,9527,12649,2109,594,1515,7131,4082,3049,9392,3954,5438,510,298,212,5540,2197,3343,481,167,314,2861,1292,1569,95386,40962,54424,,,,,
21,384,DISTRICT,Anugul  ,Rural,35381,162048,80989,81059,25953,13166,12787,83411,48842,34569,78637,32147,46490,77043,44232,32811,35113,25341,9772,7572,6250,1322,14999,9999,5000,1592,885,707,10950,8207,2743,41930,18891,23039,3111,1877,1234,27478,11612,15866,2522,721,1801,8819,4681,4138,32870,15115,17755,2603,1581,1022,22014,9445,12569,2063,570,1493,6190,3519,2671,9060,3776,5284,508,296,212,5464,2167,3297,459,151,308,2629,1162,1467,85005,36757,48248,,,,,
21,384,DISTRICT,Anugul  ,Urban,4187,17555,8991,8564,2764,1435,1329,9931,5845,4086,7624,3146,4478,7174,4786,2388,5672,3925,1747,72,65,7,137,80,57,518,297,221,4945,3483,1462,1502,861,641,23,16,7,238,112,126,68,40,28,1173,693,480,1170,683,487,21,14,7,162,82,80,46,24,22,941,563,378,332,178,154,2,2,0,76,30,46,22,16,6,232,130,102,10381,4205,6176,,,,,
21,385,DISTRICT,Nayagarh  ,Total,13922,58691,29173,29518,7371,3762,3609,34020,19978,14042,24671,9195,15476,28336,17488,10848,14489,11584,2905,7022,6616,406,3939,2854,1085,423,92,331,3105,2022,1083,13847,5904,7943,1733,966,767,8287,3791,4496,1241,142,1099,2586,1005,1581,11223,5145,6078,1579,882,697,7073,3378,3695,859,110,749,1712,775,937,2624,759,1865,154,84,70,1214,413,801,382,32,350,874,230,644,30355,11685,18670,,,,,
21,385,DISTRICT,Nayagarh  ,Rural,13726,57531,28531,29000,7200,3655,3545,33242,19529,13713,24289,9002,15287,27968,17202,10766,14222,11363,2859,7010,6605,405,3935,2850,1085,423,92,331,2854,1816,1038,13746,5839,7907,1732,966,766,8245,3752,4493,1241,142,1099,2528,979,1549,11156,5102,6054,1578,882,696,7049,3356,3693,859,110,749,1670,754,916,2590,737,1853,154,84,70,1196,396,800,382,32,350,858,225,633,29563,11329,18234,,,,,
21,385,DISTRICT,Nayagarh  ,Urban,196,1160,642,518,171,107,64,778,449,329,382,193,189,368,286,82,267,221,46,12,11,1,4,4,0,0,0,0,251,206,45,101,65,36,1,0,1,42,39,3,0,0,0,58,26,32,67,43,24,1,0,1,24,22,2,0,0,0,42,21,21,34,22,12,0,0,0,18,17,1,0,0,0,16,5,11,792,356,436,,,,,
21,386,DISTRICT,Khordha ,Total,23755,115051,59094,55957,15225,7728,7497,69212,40797,28415,45839,18297,27542,46940,29485,17455,31210,22074,9136,3317,2975,342,9612,6151,3461,655,457,198,17626,12491,5135,15730,7411,8319,764,410,354,8363,3750,4613,516,238,278,6087,3013,3074,12477,5995,6482,684,347,337,6729,3149,3580,441,206,235,4623,2293,2330,3253,1416,1837,80,63,17,1634,601,1033,75,32,43,1464,720,744,68111,29609,38502,,,,,
21,386,DISTRICT,Khordha ,Rural,14872,67798,33817,33981,9995,5018,4977,34900,20941,13959,32898,12876,20022,32273,19403,12870,19037,13271,5766,3261,2931,330,9204,5876,3328,269,192,77,6303,4272,2031,13236,6132,7104,728,391,337,8085,3616,4469,422,180,242,4001,1945,2056,10387,4931,5456,649,328,321,6515,3038,3477,364,157,207,2859,1408,1451,2849,1201,1648,79,63,16,1570,578,992,58,23,35,1142,537,605,35525,14414,21111,,,,,
21,386,DISTRICT,Khordha ,Urban,8883,47253,25277,21976,5230,2710,2520,34312,19856,14456,12941,5421,7520,14667,10082,4585,12173,8803,3370,56,44,12,408,275,133,386,265,121,11323,8219,3104,2494,1279,1215,36,19,17,278,134,144,94,58,36,2086,1068,1018,2090,1064,1026,35,19,16,214,111,103,77,49,28,1764,885,879,404,215,189,1,0,1,64,23,41,17,9,8,322,183,139,32586,15195,17391,,,,,
21,387,DISTRICT,Puri,Total,1225,6129,3240,2889,809,368,441,3970,2386,1584,2159,854,1305,2280,1484,796,1681,1199,482,115,107,8,531,350,181,53,44,9,982,698,284,599,285,314,12,7,5,314,145,169,39,17,22,234,116,118,460,227,233,12,7,5,230,109,121,28,12,16,190,99,91,139,58,81,0,0,0,84,36,48,11,5,6,44,17,27,3849,1756,2093,,,,,
21,387,DISTRICT,Puri,Rural,943,4379,2251,2128,662,300,362,2525,1530,995,1854,721,1133,1910,1174,736,1359,920,439,115,107,8,508,329,179,36,29,7,700,455,245,551,254,297,11,6,5,309,144,165,36,17,19,195,87,108,419,199,220,11,6,5,227,109,118,27,12,15,154,72,82,132,55,77,0,0,0,82,35,47,9,5,4,41,15,26,2469,1077,1392,,,,,
21,387,DISTRICT,Puri,Urban,282,1750,989,761,147,68,79,1445,856,589,305,133,172,370,310,60,322,279,43,0,0,0,23,21,2,17,15,2,282,243,39,48,31,17,1,1,0,5,1,4,3,0,3,39,29,10,41,28,13,1,1,0,3,0,3,1,0,1,36,27,9,7,3,4,0,0,0,2,1,1,2,0,2,3,2,1,1380,679,701,,,,,
21,388,DISTRICT,Ganjam,Total,26695,118928,59172,59756,17979,9137,8842,50179,30377,19802,68749,28795,39954,61850,33366,28484,29593,21326,8267,12193,10265,1928,9988,5627,4361,519,374,145,6893,5060,1833,32257,12040,20217,2886,1452,1434,22361,7557,14804,1100,256,844,5910,2775,3135,27122,10398,16724,2519,1307,1212,19099,6645,12454,931,215,716,4573,2231,2342,5135,1642,3493,367,145,222,3262,912,2350,169,41,128,1337,544,793,57078,25806,31272,,,,,
21,388,DISTRICT,Ganjam,Rural,25354,112338,55701,56637,17286,8760,8526,45242,27611,17631,67096,28090,39006,59586,31757,27829,27605,19834,7771,12160,10233,1927,9961,5615,4346,487,346,141,4997,3640,1357,31981,11923,20058,2878,1445,1433,22249,7536,14713,1086,247,839,5768,2695,3073,26868,10294,16574,2513,1302,1211,18989,6625,12364,918,207,711,4448,2160,2288,5113,1629,3484,365,143,222,3260,911,2349,168,40,128,1320,535,785,52752,23944,28808,,,,,
21,388,DISTRICT,Ganjam,Urban,1341,6590,3471,3119,693,377,316,4937,2766,2171,1653,705,948,2264,1609,655,1988,1492,496,33,32,1,27,12,15,32,28,4,1896,1420,476,276,117,159,8,7,1,112,21,91,14,9,5,142,80,62,254,104,150,6,5,1,110,20,90,13,8,5,125,71,54,22,13,9,2,2,0,2,1,1,1,1,0,17,9,8,4326,1862,2464,,,,,
21,389,DISTRICT,Gajapati,Total,65708,313714,151902,161812,54474,27495,26979,113176,68913,44263,200538,82989,117549,169395,82533,86862,92423,56061,36362,38209,28653,9556,44132,21161,22971,585,317,268,9497,5930,3567,76972,26472,50500,9262,4185,5077,56322,17787,38535,967,368,599,10421,4132,6289,64630,21914,42716,8133,3631,4502,48465,15035,33430,559,196,363,7473,3052,4421,12342,4558,7784,1129,554,575,7857,2752,5105,408,172,236,2948,1080,1868,144319,69369,74950,,,,,
21,389,DISTRICT,Gajapati,Rural,64914,308867,149507,159360,53988,27246,26742,109582,67040,42542,199285,82467,116818,167907,81589,86318,91514,55438,36076,38134,28607,9527,43997,21094,22903,577,313,264,8806,5424,3382,76393,26151,50242,9246,4177,5069,56181,17731,38450,957,363,594,10009,3880,6129,64101,21610,42491,8119,3625,4494,48340,14982,33358,549,191,358,7093,2812,4281,12292,4541,7751,1127,552,575,7841,2749,5092,408,172,236,2916,1068,1848,140960,67918,73042,,,,,
21,389,DISTRICT,Gajapati,Urban,794,4847,2395,2452,486,249,237,3594,1873,1721,1253,522,731,1488,944,544,909,623,286,75,46,29,135,67,68,8,4,4,691,506,185,579,321,258,16,8,8,141,56,85,10,5,5,412,252,160,529,304,225,14,6,8,125,53,72,10,5,5,380,240,140,50,17,33,2,2,0,16,3,13,0,0,0,32,12,20,3359,1451,1908,,,,,
21,390,DISTRICT,Kandhamal,Total,88116,392820,190506,202314,63201,32037,31164,192303,114289,78014,200517,76217,124300,198627,101989,96638,88377,63241,25136,46994,37219,9775,25159,15055,10104,925,471,454,15299,10496,4803,110250,38748,71502,14402,6472,7930,73851,23728,50123,4499,533,3966,17498,8015,9483,87706,30819,56887,11666,5090,6576,61062,19458,41604,2739,321,2418,12239,5950,6289,22544,7929,14615,2736,1382,1354,12789,4270,8519,1760,212,1548,5259,2065,3194,194193,88517,105676,,,,,
21,390,DISTRICT,Kandhamal,Rural,85464,380602,184742,195860,61859,31321,30538,183294,109732,73562,197308,75010,122298,194712,99369,95343,85274,61048,24226,46575,36872,9703,24725,14841,9884,879,438,441,13095,8897,4198,109438,38321,71117,14368,6453,7915,73651,23668,49983,4480,525,3955,16939,7675,9264,87096,30501,56595,11639,5075,6564,60903,19411,41492,2726,314,2412,11828,5701,6127,22342,7820,14522,2729,1378,1351,12748,4257,8491,1754,211,1543,5111,1974,3137,185890,85373,100517,,,,,
21,390,DISTRICT,Kandhamal,Urban,2652,12218,5764,6454,1342,716,626,9009,4557,4452,3209,1207,2002,3915,2620,1295,3103,2193,910,419,347,72,434,214,220,46,33,13,2204,1599,605,812,427,385,34,19,15,200,60,140,19,8,11,559,340,219,610,318,292,27,15,12,159,47,112,13,7,6,411,249,162,202,109,93,7,4,3,41,13,28,6,1,5,148,91,57,8303,3144,5159,,,,,
21,391,DISTRICT,Baudh,Total,13611,55364,27362,28002,8357,4170,4187,30008,18061,11947,25356,9301,16055,28915,15768,13147,14968,11009,3959,7858,6543,1315,4917,2984,1933,237,156,81,1956,1326,630,13947,4759,9188,1927,964,963,9978,3067,6911,588,89,499,1454,639,815,11913,4168,7745,1746,878,868,8955,2798,6157,351,65,286,861,427,434,2034,591,1443,181,86,95,1023,269,754,237,24,213,593,212,381,26449,11594,14855,,,,,
21,391,DISTRICT,Baudh,Rural,13496,54867,27092,27775,8305,4146,4159,29626,17845,11781,25241,9247,15994,28753,15643,13110,14831,10898,3933,7858,6543,1315,4914,2983,1931,237,156,81,1822,1216,606,13922,4745,9177,1927,964,963,9978,3067,6911,588,89,499,1429,625,804,11889,4155,7734,1746,878,868,8955,2798,6157,351,65,286,837,414,423,2033,590,1443,181,86,95,1023,269,754,237,24,213,592,211,381,26114,11449,14665,,,,,
21,391,DISTRICT,Baudh,Urban,115,497,270,227,52,24,28,382,216,166,115,54,61,162,125,37,137,111,26,0,0,0,3,1,2,0,0,0,134,110,24,25,14,11,0,0,0,0,0,0,0,0,0,25,14,11,24,13,11,0,0,0,0,0,0,0,0,0,24,13,11,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,335,145,190,,,,,
21,392,DISTRICT,Subarnapur,Total,13730,57192,28794,28398,7331,3723,3608,33295,19399,13896,23897,9395,14502,28361,17054,11307,15859,12382,3477,5773,5219,554,6790,4776,2014,513,299,214,2783,2088,695,12502,4672,7830,1071,555,516,9710,3393,6317,547,98,449,1174,626,548,10456,4014,6442,915,504,411,8285,2943,5342,362,67,295,894,500,394,2046,658,1388,156,51,105,1425,450,975,185,31,154,280,126,154,28831,11740,17091,,,,,
21,392,DISTRICT,Subarnapur,Rural,13286,55256,27795,27461,7080,3598,3482,32161,18730,13431,23095,9065,14030,27506,16491,11015,15331,11958,3373,5717,5165,552,6694,4695,1999,497,289,208,2423,1809,614,12175,4533,7642,1070,555,515,9447,3287,6160,544,97,447,1114,594,520,10214,3908,6306,914,504,410,8099,2868,5231,359,66,293,842,470,372,1961,625,1336,156,51,105,1348,419,929,185,31,154,272,124,148,27750,11304,16446,,,,,
21,392,DISTRICT,Subarnapur,Urban,444,1936,999,937,251,125,126,1134,669,465,802,330,472,855,563,292,528,424,104,56,54,2,96,81,15,16,10,6,360,279,81,327,139,188,1,0,1,263,106,157,3,1,2,60,32,28,242,106,136,1,0,1,186,75,111,3,1,2,52,30,22,85,33,52,0,0,0,77,31,46,0,0,0,8,2,6,1081,436,645,,,,,
21,393,DISTRICT,Balangir,Total,87697,347164,172489,174675,48441,24600,23841,164095,100233,63862,183069,72256,110813,162415,98878,63537,81554,65112,16442,31497,28348,3149,29206,20538,8668,2156,1457,699,18695,14769,3926,80861,33766,47095,7707,4543,3164,60535,22708,37827,2198,726,1472,10421,5789,4632,65051,28644,36407,6428,4053,2375,48871,19340,29531,1651,544,1107,8101,4707,3394,15810,5122,10688,1279,490,789,11664,3368,8296,547,182,365,2320,1082,1238,184749,73611,111138,,,,,
21,393,DISTRICT,Balangir,Rural,84700,334672,166214,168458,46930,23790,23140,156432,95907,60525,178240,70307,107933,157965,95535,62430,78096,62376,15720,31385,28246,3139,28908,20317,8591,2078,1394,684,15725,12419,3306,79869,33159,46710,7686,4524,3162,60247,22563,37684,2135,685,1450,9801,5387,4414,64237,28130,36107,6407,4034,2373,48646,19212,29434,1607,518,1089,7577,4366,3211,15632,5029,10603,1279,490,789,11601,3351,8250,528,167,361,2224,1021,1203,176707,70679,106028,,,,,
21,393,DISTRICT,Balangir,Urban,2997,12492,6275,6217,1511,810,701,7663,4326,3337,4829,1949,2880,4450,3343,1107,3458,2736,722,112,102,10,298,221,77,78,63,15,2970,2350,620,992,607,385,21,19,2,288,145,143,63,41,22,620,402,218,814,514,300,21,19,2,225,128,97,44,26,18,524,341,183,178,93,85,0,0,0,63,17,46,19,15,4,96,61,35,8042,2932,5110,,,,,
21,394,DISTRICT,Nuapada,Total,50170,206327,100469,105858,31355,15645,15710,89256,55246,34010,117071,45223,71848,110868,56966,53902,50299,37496,12803,30453,24873,5580,13245,7676,5569,753,532,221,5848,4415,1433,60569,19470,41099,9959,4523,5436,45645,12783,32862,1179,351,828,3786,1813,1973,49474,16063,33411,7828,3770,4058,37856,10530,27326,871,266,605,2919,1497,1422,11095,3407,7688,2131,753,1378,7789,2253,5536,308,85,223,867,316,551,95459,43503,51956,,,,,
21,394,DISTRICT,Nuapada,Rural,49661,204121,99371,104750,31033,15494,15539,88135,54579,33556,115986,44792,71194,109974,56386,53588,49743,37056,12687,30419,24848,5571,13128,7572,5556,740,519,221,5456,4117,1339,60231,19330,40901,9956,4523,5433,45487,12738,32749,1158,340,818,3630,1729,1901,49202,15945,33257,7825,3770,4055,37731,10491,27240,855,258,597,2791,1426,1365,11029,3385,7644,2131,753,1378,7756,2247,5509,303,82,221,839,303,536,94147,42985,51162,,,,,
21,394,DISTRICT,Nuapada,Urban,509,2206,1098,1108,322,151,171,1121,667,454,1085,431,654,894,580,314,556,440,116,34,25,9,117,104,13,13,13,0,392,298,94,338,140,198,3,0,3,158,45,113,21,11,10,156,84,72,272,118,154,3,0,3,125,39,86,16,8,8,128,71,57,66,22,44,0,0,0,33,6,27,5,3,2,28,13,15,1312,518,794,,,,,
21,395,DISTRICT,Kalahandi,Total,112518,449456,221171,228285,68716,34693,34023,187678,118053,69625,261778,103118,158660,231213,126754,104459,104672,79392,25280,34759,30839,3920,50026,33517,16509,2068,1450,618,17819,13586,4233,126541,47362,79179,10001,5352,4649,101616,35094,66522,3029,999,2030,11895,5917,5978,105102,40411,64691,8625,4831,3794,85110,30188,54922,2324,797,1527,9043,4595,4448,21439,6951,14488,1376,521,855,16506,4906,11600,705,202,503,2852,1322,1530,218243,94417,123826,,,,,
21,395,DISTRICT,Kalahandi,Rural,110593,440775,216883,223892,67636,34141,33495,182382,115120,67262,258393,101763,156630,228109,124536,103573,102256,77546,24710,34630,30742,3888,49789,33331,16458,1983,1394,589,15854,12079,3775,125853,46990,78863,9991,5344,4647,101326,34950,66376,3008,989,2019,11528,5707,5821,104499,40083,64416,8615,4823,3792,84859,30060,54799,2309,791,1518,8716,4409,4307,21354,6907,14447,1376,521,855,16467,4890,11577,699,198,501,2812,1298,1514,212666,92347,120319,,,,,
21,395,DISTRICT,Kalahandi,Urban,1925,8681,4288,4393,1080,552,528,5296,2933,2363,3385,1355,2030,3104,2218,886,2416,1846,570,129,97,32,237,186,51,85,56,29,1965,1507,458,688,372,316,10,8,2,290,144,146,21,10,11,367,210,157,603,328,275,10,8,2,251,128,123,15,6,9,327,186,141,85,44,41,0,0,0,39,16,23,6,4,2,40,24,16,5577,2070,3507,,,,,
21,396,DISTRICT,Rayagada  ,Total,121631,541905,259040,282865,91675,46702,44973,165208,101648,63560,376697,157392,219305,282976,140917,142059,121521,81170,40351,56526,43889,12637,47737,25756,21981,891,594,297,16367,10931,5436,161455,59747,101708,18296,9451,8845,129731,44612,85119,2251,604,1647,11177,5080,6097,139786,52712,87074,15787,8341,7446,113642,39802,73840,1530,447,1083,8827,4122,4705,21669,7035,14634,2509,1110,1399,16089,4810,11279,721,157,564,2350,958,1392,258929,118123,140806,,,,,
21,396,DISTRICT,Rayagada  ,Rural,117281,522208,249459,272749,88991,45323,43668,156234,96421,59813,365974,153038,212936,274711,136016,138695,116080,77476,38604,56161,43586,12575,46921,25337,21584,772,509,263,12226,8044,4182,158631,58540,100091,18238,9416,8822,128258,44112,84146,2061,501,1560,10074,4511,5563,137498,51702,85796,15730,8307,7423,112456,39380,73076,1395,365,1030,7917,3650,4267,21133,6838,14295,2508,1109,1399,15802,4732,11070,666,136,530,2157,861,1296,247497,113443,134054,,,,,
21,396,DISTRICT,Rayagada  ,Urban,4350,19697,9581,10116,2684,1379,1305,8974,5227,3747,10723,4354,6369,8265,4901,3364,5441,3694,1747,365,303,62,816,419,397,119,85,34,4141,2887,1254,2824,1207,1617,58,35,23,1473,500,973,190,103,87,1103,569,534,2288,1010,1278,57,34,23,1186,422,764,135,82,53,910,472,438,536,197,339,1,1,0,287,78,209,55,21,34,193,97,96,11432,4680,6752,,,,,
